Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Ballnut,missing,492,Case112,deviant,Turning & Milling - Machine 9,ID4641,S,Machine 9 - Turning & Milling,0,0,38,2012-03-08 06:51:00,411,3,3,6,0,0,1,20
Ballnut,missing,492,Case112,deviant,Turning & Milling - Machine 9,ID3846,S,Machine 9 - Turning & Milling,1,0,227,2012-03-13 17:48:00,1068,3,1,17,7857,7857,2,19
Ballnut,missing,492,Case112,deviant,Turning & Milling - Machine 9,ID4132,S,Machine 9 - Turning & Milling,3,0,102,2012-03-13 23:10:00,1390,3,1,23,322,8179,3,19
Cable Head,missing,28,Case113,regular,other,ID4932,S,Machine 5 - Turning & Milling,0,0,220,2012-03-15 06:49:00,409,3,3,6,0,0,1,22
Cable Head,missing,28,Case113,regular,Turning & Milling - Machine 5,ID4529,S,Machine 5 - Turning & Milling,28,0,530,2012-03-15 15:56:00,956,3,3,15,547,547,2,22
Cable Head,missing,28,Case113,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,28,0,241,2012-03-16 11:04:00,664,3,4,11,1148,1695,3,22
Cable Head,missing,28,Case113,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,28,0,24,2012-03-16 11:39:00,699,3,4,11,35,1730,4,21
Ballnut,missing,20,Case114,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1,0,290,2012-02-29 06:53:00,413,2,2,6,0,0,1,18
Ballnut,missing,20,Case114,deviant,Turning & Milling - Machine 6,ID4718,S,Machine 6 - Turning & Milling,0,0,51,2012-02-29 08:01:00,481,2,2,8,68,68,2,18
Ballnut,missing,20,Case114,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,83,2012-02-29 08:19:00,499,2,2,8,18,86,3,18
Ballnut,missing,20,Case114,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,19,0,452,2012-03-01 03:48:00,228,3,3,3,1169,1255,4,16
Ballnut,missing,20,Case114,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,19,0,75,2012-03-05 01:15:00,75,3,0,1,5607,6862,5,18
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,0,0,380,2012-03-05 16:01:00,961,3,0,16,0,0,1,19
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,50,0,384,2012-03-06 06:29:00,389,3,1,6,868,868,2,20
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,12,0,96,2012-03-06 08:35:00,515,3,1,8,126,994,3,19
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,0,0,73,2012-03-06 09:48:00,588,3,1,9,73,1067,4,20
Ballnut,missing,90,Case115,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,90,2012-03-06 12:00:00,720,3,1,12,132,1199,5,21
Ballnut,missing,90,Case115,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,90,0,50,2012-03-06 12:50:00,770,3,1,12,50,1249,6,21
Ballnut,missing,90,Case115,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,28,0,239,2012-03-06 13:48:00,828,3,1,13,58,1307,7,21
Ballnut,missing,90,Case115,deviant,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,48,0,66,2012-03-08 15:52:00,952,3,3,15,3004,4311,8,19
Ballnut,missing,90,Case115,deviant,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,0,0,75,2012-03-09 01:15:00,75,3,4,1,563,4874,9,19
Ballnut,missing,90,Case115,deviant,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,42,0,72,2012-03-09 10:17:00,617,3,4,10,542,5416,10,19
Ballnut,missing,90,Case115,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,60,2012-03-11 08:00:00,480,3,6,8,2743,8159,11,18
Ballnut,missing,90,Case115,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,90,0,88,2012-03-11 11:14:00,674,3,6,11,194,8353,12,16
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4385,S,Machine 2 - Round Grinding,0,0,128,2012-03-11 22:49:00,1369,3,6,22,695,9048,13,16
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,6,0,60,2012-03-11 23:50:00,1430,3,6,23,61,9109,14,18
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID0420,D,Machine 2 - Round Grinding,36,0,429,2012-03-12 07:00:00,420,3,0,7,430,9539,15,18
Ballnut,missing,90,Case115,deviant,Round Grinding - Q.C.,ID4287,D,Quality Check 1,0,0,51,2012-03-12 07:51:00,471,3,0,7,51,9590,16,18
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4355,D,Machine 2 - Round Grinding,43,0,525,2012-03-12 15:45:00,945,3,0,15,474,10064,17,18
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,5,0,58,2012-03-12 17:05:00,1025,3,0,17,80,10144,18,18
Ballnut,missing,90,Case115,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,0,0,70,2012-03-12 18:16:00,1096,3,0,18,71,10215,19,18
Clamp,missing,161,Case116,deviant,Round Grinding - Manual,ID4528,S,Machine 27 - Grinding,0,0,279,2012-02-22 11:29:00,689,2,2,11,0,0,1,27
Clamp,missing,161,Case116,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,25,0,308,2012-02-22 16:37:00,997,2,2,16,308,308,2,28
Clamp,missing,161,Case116,deviant,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,27,0,179,2012-02-22 19:38:00,1178,2,2,19,181,489,3,28
Clamp,missing,161,Case116,deviant,Packing,ID4820,D,Packing,54,0,60,2012-02-23 01:00:00,60,2,3,1,322,811,4,26
Clamp,missing,161,Case116,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,54,0,60,2012-02-23 08:40:00,520,2,3,8,460,1271,5,25
Clamp,missing,161,Case116,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,2,0,123,2012-02-23 09:04:00,544,2,3,9,24,1295,6,25
Clamp,missing,161,Case116,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,30,0,402,2012-02-23 15:47:00,947,2,3,15,403,1698,7,23
Clamp,missing,161,Case116,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,30,0,482,2012-02-26 23:51:00,1431,2,6,23,4804,6502,8,23
Clamp,missing,161,Case116,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,42,0,449,2012-02-27 23:29:00,1409,2,0,23,1418,7920,9,24
Clamp,missing,161,Case116,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,0,0,81,2012-02-28 17:06:00,1026,2,1,17,1057,8977,10,22
Clamp,missing,161,Case116,deviant,Packing,ID4820,D,Packing,97,0,60,2012-02-29 01:00:00,60,2,2,1,474,9451,11,18
Wheel Shaft,missing,3,Case117,regular,Packing,ID4820,D,Packing,1,0,60,2012-02-23 01:00:00,60,2,3,1,0,0,1,26
Wheel Shaft,missing,3,Case117,regular,Packing,ID4820,D,Packing,2,0,60,2012-02-23 01:00:00,60,2,3,1,0,0,2,26
Wheel Shaft,missing,3,Case117,regular,other,ID4493,D,Quality Check 1,3,0,75,2012-02-23 11:01:00,661,2,3,11,601,601,3,24
Ballnut,missing,10,Case118,deviant,Turning & Milling - Machine 6,ID4429,S,Machine 6 - Turning & Milling,0,0,75,2012-03-25 01:15:00,75,3,6,1,0,0,1,18
Ballnut,missing,10,Case118,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1,0,121,2012-03-28 22:11:00,1331,3,2,22,5576,5576,2,10
Ballnut,missing,10,Case118,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,9,0,197,2012-03-29 01:29:00,89,3,3,1,198,5774,3,9
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,0,0,525,2012-03-20 15:57:00,957,3,1,15,0,0,1,19
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,0,0,55,2012-03-21 15:30:00,930,3,2,15,1413,1413,2,18
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,1,0,630,2012-03-22 17:48:00,1068,3,3,17,1578,2991,3,16
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,2,0,335,2012-03-23 06:51:00,411,3,4,6,783,3774,4,16
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,7,0,626,2012-03-25 17:45:00,1065,3,6,17,3534,7308,5,18
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,6,0,570,2012-03-26 18:00:00,1080,3,0,18,1455,8763,6,12
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,6,0,570,2012-03-27 17:47:00,1067,3,1,17,1427,10190,7,11
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4794,D,Machine 10 - Grinding,1,0,405,2012-03-28 04:21:00,261,3,2,4,634,10824,8,11
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,7,0,617,2012-03-28 17:37:00,1057,3,2,17,796,11620,9,10
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4794,D,Machine 10 - Grinding,4,0,568,2012-03-29 06:42:00,402,3,3,6,785,12405,10,10
Cylinder,missing,40,Case119,regular,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,6,0,600,2012-03-29 17:18:00,1038,3,3,17,636,13041,11,6
Spur Gear,missing,69,Case12,regular,Turning - Machine 9,ID4641,S,Machine 9 - Turning & Milling,0,0,262,2012-01-26 07:00:00,420,1,3,7,0,0,1,34
Spur Gear,missing,69,Case12,regular,Turning - Machine 9,ID4132,S,Machine 9 - Turning & Milling,1,0,112,2012-01-26 10:09:00,609,1,3,10,189,189,2,33
Spur Gear,missing,69,Case12,regular,Turning Q.C.,ID4618,D,Quality Check 1,0,0,46,2012-01-26 11:57:00,717,1,3,11,108,297,3,33
Spur Gear,missing,69,Case12,regular,Turning - Machine 9,ID4132,D,Machine 9 - Turning & Milling,7,0,509,2012-01-26 20:29:00,1229,1,3,20,512,809,4,33
Spur Gear,missing,69,Case12,regular,Turning - Machine 9,ID4641,D,Machine 9 - Turning & Milling,14,0,587,2012-01-27 06:18:00,378,1,4,6,589,1398,5,33
Spur Gear,missing,69,Case12,regular,Turning - Machine 9,ID3846,D,Machine 9 - Turning & Milling,15,0,347,2012-01-27 12:51:00,771,1,4,12,393,1791,6,32
Spur Gear,missing,69,Case12,regular,Turning - Machine 9,ID4641,D,Machine 9 - Turning & Milling,13,0,412,2012-01-29 15:58:00,958,1,6,15,3067,4858,7,30
Spur Gear,missing,69,Case12,regular,Turning - Machine 9,ID3846,D,Machine 9 - Turning & Milling,14,0,348,2012-01-29 21:59:00,1319,1,6,21,361,5219,8,32
Spur Gear,missing,69,Case12,regular,Turning - Machine 9,ID3846,B,Machine 9 - Turning & Milling,0,0,105,2012-01-29 23:45:00,1425,1,6,23,106,5325,9,32
Spur Gear,missing,69,Case12,regular,Turning - Machine 9,ID4641,D,Machine 9 - Turning & Milling,5,0,164,2012-01-30 09:41:00,581,1,0,9,596,5921,10,30
Spur Gear,missing,69,Case12,regular,Turning Q.C.,ID4618,D,Quality Check 1,69,0,75,2012-01-30 11:44:00,704,1,0,11,123,6044,11,28
Spur Gear,missing,69,Case12,regular,Turning & Milling - Machine 9,ID0937,D,Machine 9 - Turning & Milling,69,0,75,2012-02-05 01:15:00,75,2,6,1,8011,14055,12,34
Spur Gear,missing,69,Case12,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,69,0,120,2012-02-05 16:00:00,960,2,6,16,885,14940,13,32
Spur Gear,missing,69,Case12,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,0,0,75,2012-02-06 01:15:00,75,2,0,1,555,15495,14,32
Spur Gear,missing,69,Case12,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,30,0,167,2012-02-06 12:40:00,760,2,0,12,685,16180,15,33
Spur Gear,missing,69,Case12,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,25,0,60,2012-02-06 13:47:00,827,2,0,13,67,16247,16,32
Spur Gear,missing,69,Case12,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,0,0,75,2012-02-07 01:15:00,75,2,1,1,0,16935,17,34
Spur Gear,missing,69,Case12,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,0,0,75,2012-02-07 01:15:00,75,2,1,1,688,16935,18,34
Spur Gear,missing,69,Case12,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,9,0,1,2012-02-07 13:52:00,832,2,1,13,757,17692,19,34
Spur Gear,missing,69,Case12,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,30,0,111,2012-02-07 15:43:00,943,2,1,15,111,17803,20,34
Spur Gear,missing,69,Case12,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,143,2012-02-07 16:05:00,965,2,1,16,22,17825,21,34
Spur Gear,missing,69,Case12,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,44,0,170,2012-02-07 16:38:00,998,2,1,16,33,17858,22,34
Spur Gear,missing,69,Case12,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,120,2012-02-13 17:50:00,1070,2,0,17,8712,26570,23,34
Spur Gear,missing,69,Case12,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,103,2012-02-14 12:39:00,759,2,1,12,1129,27699,24,28
Spur Gear,missing,69,Case12,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,69,0,1,2012-02-16 15:33:00,933,2,3,15,3054,30753,25,30
Spur Gear,missing,69,Case12,regular,Packing,ID4820,D,Packing,69,0,60,2012-02-17 01:00:00,60,2,4,1,567,31320,26,28
Cable Head,missing,5,Case120,deviant,Turning & Milling - Machine 5,ID4529,S,Machine 5 - Turning & Milling,4,0,289,2012-02-26 16:08:00,968,2,6,16,0,0,1,23
Cable Head,missing,5,Case120,deviant,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,1,0,428,2012-02-26 23:26:00,1406,2,6,23,438,438,2,23
Cable Head,missing,5,Case120,deviant,Turning & Milling - Machine 5,ID4794,B,Machine 5 - Turning & Milling,0,0,377,2012-02-27 06:55:00,415,2,0,6,449,887,3,23
Plug,missing,12,Case121,regular,Turning & Milling - Machine 5,ID4529,S,Machine 5 - Turning & Milling,1,0,119,2012-03-05 23:59:00,1439,3,0,23,0,0,1,20
Plug,missing,12,Case121,regular,Turning Q.C.,ID0937,D,Quality Check 1,12,0,75,2012-03-06 01:15:00,75,3,1,1,76,76,2,20
Plug,missing,12,Case121,regular,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,11,0,181,2012-03-06 03:00:00,180,3,1,3,105,181,3,20
Plug,missing,12,Case121,regular,Turning Q.C.,ID4493,D,Quality Check 1,11,0,60,2012-03-06 08:17:00,497,3,1,8,317,498,4,19
Plug,missing,12,Case121,regular,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,0,0,206,2012-03-06 10:23:00,623,3,1,10,126,624,5,21
Plug,missing,12,Case121,regular,Turning & Milling - Machine 4,ID0997,S,Machine 4 - Turning & Milling,0,0,77,2012-03-14 12:34:00,754,3,2,12,11651,12275,6,20
Plug,missing,12,Case121,regular,Turning & Milling - Machine 4,ID4529,S,Machine 4 - Turning & Milling,0,0,232,2012-03-14 15:11:00,911,3,2,15,157,12432,7,20
Plug,missing,12,Case121,regular,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,0,0,119,2012-03-14 21:55:00,1315,3,2,21,404,12836,8,21
Plug,missing,12,Case121,regular,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,11,0,96,2012-03-14 23:32:00,1412,3,2,23,97,12933,9,21
Plug,missing,12,Case121,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,11,0,38,2012-03-15 09:38:00,578,3,3,9,606,13539,10,22
Plug,missing,12,Case121,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,11,0,24,2012-03-16 11:39:00,699,3,4,11,1561,15100,11,21
Plug,missing,12,Case121,regular,other,ID0998,D,other,11,0,1,2012-03-18 08:17:00,497,3,6,8,2678,17778,12,20
Plug,missing,12,Case121,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,11,0,93,2012-03-18 09:52:00,592,3,6,9,95,17873,13,20
Plug,missing,12,Case121,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,11,0,111,2012-03-18 11:43:00,703,3,6,11,111,17984,14,20
Plug,missing,12,Case121,regular,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0,0,117,2012-03-19 10:00:00,600,3,0,10,1337,19321,15,21
Plug,missing,12,Case121,regular,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,11,0,197,2012-03-19 13:19:00,799,3,0,13,199,19520,16,20
Plug,missing,12,Case121,regular,Round Grinding - Q.C.,ID4493,D,Quality Check 1,11,0,121,2012-03-21 10:32:00,632,3,2,10,2713,22233,17,18
Plug,missing,12,Case121,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,11,0,161,2012-03-27 13:26:00,806,3,1,13,8814,31047,18,12
Plug,missing,12,Case121,regular,Round Grinding - Machine 3,ID0420,S,Machine 3 - Round Grinding,0,0,40,2012-03-28 06:40:00,400,3,2,6,1034,32081,19,11
Plug,missing,12,Case121,regular,Round Grinding - Machine 3,ID4445,S,Machine 3 - Round Grinding,0,0,363,2012-03-28 13:03:00,783,3,2,13,383,32464,20,10
Plug,missing,12,Case122,regular,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,1,0,163,2012-03-04 12:57:00,777,3,6,12,0,0,1,17
Plug,missing,12,Case122,regular,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,11,0,301,2012-03-04 17:59:00,1079,3,6,17,302,302,2,18
Plug,missing,12,Case122,regular,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,1,0,321,2012-03-05 12:14:00,734,3,0,12,1095,1397,3,17
Plug,missing,12,Case122,regular,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0,0,90,2012-03-05 14:50:00,890,3,0,14,156,1553,4,18
Plug,missing,12,Case122,regular,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,11,0,221,2012-03-05 15:56:00,956,3,0,15,66,1619,5,18
Plug,missing,12,Case122,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,12,0,60,2012-03-07 08:39:00,519,3,2,8,2443,4062,6,21
Plug,missing,12,Case122,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,12,0,75,2012-03-07 10:23:00,623,3,2,10,104,4166,7,20
Plug,missing,12,Case122,regular,other,ID0998,D,other,12,0,75,2012-03-07 12:13:00,733,3,2,12,110,4276,8,20
Plug,missing,12,Case122,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,12,0,75,2012-03-07 12:14:00,734,3,2,12,1,4277,9,20
Plug,missing,12,Case122,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,12,0,66,2012-03-07 16:12:00,972,3,2,16,238,4515,10,20
Plug,missing,12,Case122,regular,Round Grinding - Machine 2,ID4445,S,Machine 2 - Round Grinding,0,0,145,2012-03-07 22:36:00,1356,3,2,22,384,4899,11,21
Plug,missing,12,Case122,regular,Round Grinding - Machine 2,ID4445,D,Machine 2 - Round Grinding,12,0,225,2012-03-08 02:21:00,141,3,3,2,225,5124,12,20
Plug,missing,12,Case122,regular,Round Grinding - Q.C.,ID4287,D,Quality Check 1,0,0,230,2012-03-13 12:50:00,770,3,1,12,7829,12953,13,19
Plug,missing,12,Case122,regular,Round Grinding - Q.C.,ID4287,D,Quality Check 1,12,0,44,2012-03-13 14:44:00,884,3,1,14,114,13067,14,18
Plug,missing,12,Case122,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,2012-03-21 01:15:00,75,3,2,1,10711,23778,15,20
Plug,missing,12,Case122,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,12,0,105,2012-03-21 10:10:00,610,3,2,10,535,24313,16,19
Plug,missing,12,Case122,regular,Round Grinding - Machine 2,ID4385,S,Machine 2 - Round Grinding,0,0,114,2012-03-21 15:46:00,946,3,2,15,336,24649,17,18
Plug,missing,12,Case122,regular,Round Grinding - Machine 2,ID4355,S,Machine 2 - Round Grinding,1,0,95,2012-03-21 17:55:00,1075,3,2,17,129,24778,18,19
Plug,missing,12,Case122,regular,Round Grinding - Machine 2,ID4355,D,Machine 2 - Round Grinding,11,0,239,2012-03-21 21:55:00,1315,3,2,21,240,25018,19,19
Plug,missing,12,Case122,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,141,2012-03-23 12:51:00,771,3,4,12,2336,27354,20,17
Plug,missing,12,Case122,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,100,2012-03-25 08:40:00,520,3,6,8,2629,29983,21,19
Plug,missing,12,Case122,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,0,0,90,2012-03-25 10:10:00,610,3,6,10,90,30073,22,19
Plug,missing,12,Case122,regular,other,ID4528,D,Machine 12 - Grinding,0,0,107,2012-03-25 21:55:00,1315,3,6,21,705,30778,23,18
Plug,missing,12,Case122,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,100,2012-03-26 08:40:00,520,3,0,8,645,31423,24,14
Plug,missing,12,Case122,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,12,0,30,2012-03-27 11:00:00,660,3,1,11,1580,33003,25,13
Plug,missing,12,Case122,regular,Packing,ID4820,D,Packing,12,0,60,2012-03-28 01:00:00,60,3,2,1,840,33843,26,10
Cable Head,missing,80,Case123,deviant,Turning & Milling - Machine 4,ID4429,S,Machine 4 - Turning & Milling,0,0,75,2012-03-14 01:15:00,75,3,2,1,0,0,1,19
Cable Head,missing,80,Case123,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,0,0,150,2012-03-15 02:00:00,120,3,3,2,1485,1485,2,21
Cable Head,missing,80,Case123,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,32,0,270,2012-03-15 06:30:00,390,3,3,6,270,1755,3,21
Cable Head,missing,80,Case123,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,0,0,80,2012-03-15 08:51:00,531,3,3,8,141,1896,4,22
Cable Head,missing,80,Case123,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,34,0,437,2012-03-15 17:56:00,1076,3,3,17,545,2441,5,22
Cable Head,missing,80,Case123,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,1,0,338,2012-03-16 01:27:00,87,3,4,1,451,2892,6,23
Cable Head,missing,80,Case123,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,2,0,122,2012-03-16 03:30:00,210,3,4,3,123,3015,7,23
Cable Head,missing,80,Case123,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,1,0,76,2012-03-16 04:47:00,287,3,4,4,77,3092,8,23
Cable Head,missing,80,Case123,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,4,0,2,2012-03-16 07:12:00,432,3,4,7,145,3237,9,22
Ballnut,missing,12,Case124,regular,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,1,0,455,2012-03-20 14:34:00,874,3,1,14,0,0,1,18
Ballnut,missing,12,Case124,regular,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,2,0,83,2012-03-20 15:58:00,958,3,1,15,84,84,2,19
Ballnut,missing,12,Case124,regular,Turning & Milling - Machine 4,ID4429,D,Machine 4 - Turning & Milling,0,0,115,2012-03-20 17:54:00,1074,3,1,17,116,200,3,19
Ballnut,missing,12,Case124,regular,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,9,0,282,2012-03-20 22:36:00,1356,3,1,22,282,482,4,20
